name,normalized_name,type,province,city,external_id,source,source_url,approval_status,institution_status
Universitas Ratu Samban,universitas ratu samban,university,,,5042b5ce-1048-41ba-b107-c69fdfd5ba59,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Pasundan,sekolah tinggi ilmu ekonomi pasundan,university,,,5b0e8bab-dc39-42a0-9afc-00b875274538,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
STIKES Karsa Husada Garut,stikes karsa husada garut,university,,,5d70a4d2-7962-4f70-8c93-250dbfa7409f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
STMIK Handayani Makassar,stmik handayani makassar,university,,,9c3f75cc-2568-4000-8796-0be21b29b8d8,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Universitas Muhammadiyah Papua,universitas muhammadiyah papua,university,,,c15f5e02-aa2c-4fed-86a6-f5f6a1818e90,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Universitas Sumatera Selatan,universitas sumatera selatan,university,,,e974c768-2e14-451f-badd-0c60ed8e81e3,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Universitas Islam As-syafiiyah,universitas islam as-syafiiyah,university,,,014f2085-7ab1-43ab-8c88-597fd717dc9c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Universitas Pancasakti Tegal,universitas pancasakti tegal,university,,,1302616a-045f-4687-b2f3-12c1fdab2911,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Universitas Kristen Krida Wacana,universitas kristen krida wacana,university,,,135b3cf7-bc81-4922-8dca-bef4e4bce3fb,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
STKIP Bumi Persada Lhokseumawe,stkip bumi persada lhokseumawe,university,,,18a0d241-c5c7-4191-8228-eb95637492d9,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=59&limit=10,approved,
Sekolah Tinggi Ilmu Farmasi Riau,sekolah tinggi ilmu farmasi riau,university,,,33f91035-1b1d-46ef-ab42-765aee28542f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Universitas Sawerigading Makassar,universitas sawerigading makassar,university,,,4db30511-7b59-409b-9afd-e6def4d42048,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Universitas Kristen Duta Wacana,universitas kristen duta wacana,university,,,54206fe3-fb87-49d2-9be4-1225dc1d0499,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Sekolah Tinggi Manajemen Informatika dan Komputer AMIKOM Surakarta,sekolah tinggi manajemen informatika dan komputer amikom surakarta,university,,,5d389ae7-942b-4549-857c-7e2c0f756060,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Universitas Muhammadiyah Karanganyar,universitas muhammadiyah karanganyar,university,,,5d8a0ee8-17ed-46d7-89b0-082c8a191f96,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Institut Kesehatan YARSI Mataram,institut kesehatan yarsi mataram,university,,,83f8064b-0698-4cf5-bd50-13513ce5a26c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
STIKES Getsempena Lhoksukon,stikes getsempena lhoksukon,university,,,86c0b576-4917-458c-b164-d44073447580,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Universitas Nahdlatul Ulama Indonesia,universitas nahdlatul ulama indonesia,university,,,8a7ece7e-0968-49b8-a381-4d82e064fc8c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
IKIP PGRI Bali,ikip pgri bali,university,,,95d92607-e785-4127-9f62-9f3c82d344d7,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Universitas Setia Budi Surakarta,universitas setia budi surakarta,university,,,abea8d9d-f6f7-4d41-906f-6e7ce99bb7d9,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=60&limit=10,approved,
Institut Transportasi dan Logistik Trisakti,institut transportasi dan logistik trisakti,university,,,ade188b5-9b95-474a-a91f-04117918813f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
STIKES Mitra Keluarga,stikes mitra keluarga,university,,,ae52bd63-c705-409a-af16-450ddc1acd72,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Institut Sains Teknologi dan Kesehatan 'Aisyiyah Kendari,institut sains teknologi dan kesehatan 'aisyiyah kendari,university,,,b60786df-839d-4166-a851-83c81162955f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
STKIP Bina Bangsa Meulaboh,stkip bina bangsa meulaboh,university,,,b6079536-84ae-4318-862f-634781d9cc62,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
STIKES Muhammadiyah Sidrap,stikes muhammadiyah sidrap,university,,,b885e662-12fa-4986-ad3c-cab373f1ac25,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Universitas Islam Ogan Komering Ilir Kayuagung,universitas islam ogan komering ilir kayuagung,university,,,b91acbd7-4925-4be9-bebd-bd151d055183,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Universitas Muhammadiyah Kendal Batang,universitas muhammadiyah kendal batang,university,,,b99c542a-093b-4e49-af1c-9b48915bafb4,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Sekolah Tinggi Teknologi Wastukancana,sekolah tinggi teknologi wastukancana,university,,,c3dcbd9f-5848-4fc9-bcd3-112a3d7c1669,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Institut Bisnis Dan Teknologi Pelita Indonesia,institut bisnis dan teknologi pelita indonesia,university,,,d1d4445b-6db5-4ecf-af54-4fc27829d9ee,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,sekolah tinggi ilmu administrasi al gazali barru,university,,,d620e489-6ce6-4dee-8ce8-ca825d25c1fd,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=61&limit=10,approved,
Sekolah Tinggi Pariwisata Mataram,sekolah tinggi pariwisata mataram,university,,,ec74a150-a81a-40a6-b5c7-a16d58ad4c4f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Sekolah Tinggi Teknologi Kelautan,sekolah tinggi teknologi kelautan,university,,,ef8ece38-9e4e-4d7d-a5d4-cffbe4cc846e,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Sekolah Tinggi Ilmu Kesehatan Mandala Waluya Kendari,sekolah tinggi ilmu kesehatan mandala waluya kendari,university,,,fe134bfd-a11e-43dc-af29-54f9b5bce637,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi KBP,sekolah tinggi ilmu ekonomi kbp,university,,,0b2277f5-4a79-4188-9828-07f9079eff5a,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Universitas Swiss German,universitas swiss german,university,,,16b498e1-730e-46e6-8134-cddeaa26da17,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Universitas 'Aisyiyah Surakarta,universitas 'aisyiyah surakarta,university,,,31eb5e18-ac86-4957-9cb3-f779b182c1af,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Ganesha,sekolah tinggi ilmu ekonomi ganesha,university,,,374a2229-7518-46cd-9d4a-29fbc24c4f0c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Universitas Islam Kadiri,universitas islam kadiri,university,,,541f401a-62a9-4fbd-bef5-02ac58f6f376,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Universitas Catur Insan Cendekia,universitas catur insan cendekia,university,,,5b5ccb4d-dde8-4e5c-a378-c0672176dc3b,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Universitas Muhammadiyah Palembang,universitas muhammadiyah palembang,university,,,63cdfd23-c242-45bd-83e1-18d7c114d134,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=62&limit=10,approved,
Sekolah Tinggi Ilmu Kesehatan Mega Rezky,sekolah tinggi ilmu kesehatan mega rezky,university,,,722b26a8-3ea6-4068-8026-e8acc75ec3dc,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Ciputra Makassar,sekolah tinggi ilmu ekonomi ciputra makassar,university,,,76456f37-a711-4204-985e-dcace9fa8e8a,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
STMIK Widya Pratama,stmik widya pratama,university,,,787788ae-3450-4185-bbe2-a31e094f6c50,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Universitas Mahaputra Muhammad Yamin,universitas mahaputra muhammad yamin,university,,,8ea38cd0-d482-4883-b4b9-b1690bbb34c8,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Bina Karya,sekolah tinggi ilmu ekonomi bina karya,university,,,904fe6ab-ac50-48be-a07a-2e81b6283505,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Universitas Teknologi Akba Makassar,universitas teknologi akba makassar,university,,,95ce3f2a-3e4f-47fa-b016-867d6b3d935d,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Universitas Nahdlatul Ulama Kalimantan Selatan,universitas nahdlatul ulama kalimantan selatan,university,,,a51991e3-1f6b-4b2a-8aec-ba18b59a26bb,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Universitas Nahdlatul Ulama Lampung,universitas nahdlatul ulama lampung,university,,,a7f3585e-26e2-4cb9-8fc9-bb375b2270dc,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Sekolah Tinggi Manajemen Informatika dan Komputer Royal,sekolah tinggi manajemen informatika dan komputer royal,university,,,acfcfe20-2fb0-4f35-a608-e313b1a46efa,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Universitas Insan Budi Utomo,universitas insan budi utomo,university,,,c5a776fb-659d-4050-a49d-b53dbf42d76c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=63&limit=10,approved,
Universitas Muhammadiyah Pekajangan Pekalongan,universitas muhammadiyah pekajangan pekalongan,university,,,c88f12ba-da11-45ab-a02b-150341217c6c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Sekolah Tinggi Elektronika & Komputer (STEKOM),sekolah tinggi elektronika & komputer (stekom),university,,,dec7a3cd-d058-461e-b906-80a0cca45143,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Sekolah Tinggi Ilmu Kesehatan Kendal,sekolah tinggi ilmu kesehatan kendal,university,,,e43c1f83-4609-47b7-89dd-2a30361aaebf,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Sekolah Tinggi Ilmu Administrasi Puangrimaggalatung,sekolah tinggi ilmu administrasi puangrimaggalatung,university,,,fbe8cf42-5e57-4d89-95ef-ffa9ecc36473,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
STKIP Adzkia,stkip adzkia,university,,,fc1fec98-ebdc-4a05-8326-ad2c084c9aed,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Universitas Putra Bangsa,universitas putra bangsa,university,,,0584d850-341e-4335-b223-c6c11a63bc0d,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Universitas Winaya Mukti,universitas winaya mukti,university,,,26d32cb6-c007-4415-9261-8252ebd54fd1,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Universitas Nahdlatul Ulama Kalimantan Timur,universitas nahdlatul ulama kalimantan timur,university,,,3151737a-9b28-4322-8fdb-bf3d3c5e523a,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Universitas Tribuana Kalabahi,universitas tribuana kalabahi,university,,,540245cb-874a-4bdc-b0f8-5ba54fbac411,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Universitas Katolik Weetebula,universitas katolik weetebula,university,,,5a986f93-d9b3-4650-9deb-5389b986ef5f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=64&limit=10,approved,
Universitas Ngurah Rai,universitas ngurah rai,university,,,6948e250-381a-46c0-a4f0-f92e522a499b,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
STKIP Muhammadiyah Pagaralam,stkip muhammadiyah pagaralam,university,,,704cda60-761a-497d-961c-2d0e551aa1c7,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Institut Teknologi dan Bisnis Kalbis,institut teknologi dan bisnis kalbis,university,,,a21e80d6-dacc-46ab-9012-46acb6388224,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Universitas Widya Husada Semarang,universitas widya husada semarang,university,,,a8cfae1b-e790-4837-ab12-8f59d083a89c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
STKIP Budidaya,stkip budidaya,university,,,b3129a05-6be3-4be8-8300-d7e846a8710c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Universitas Efarina,universitas efarina,university,,,b4df4474-e57d-4240-b4f7-d8bfc76c34f4,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Universitas Perwira Purbalingga,universitas perwira purbalingga,university,,,d5ae89c1-23dc-4435-a845-2c844f10370b,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Semarang,sekolah tinggi ilmu ekonomi semarang,university,,,d96481f8-1051-4925-87cc-5bfc2d3df5e0,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
STIKES Aufa Royhan,stikes aufa royhan,university,,,e7d0fba4-f340-486c-8d92-64bdb5180ade,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Sekolah Tinggi Teknologi Industri Padang,sekolah tinggi teknologi industri padang,university,,,f1a06b66-dc75-438a-ba8a-67b3244092b1,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=65&limit=10,approved,
Universitas Amal Ilmiah Yapis Wamena,universitas amal ilmiah yapis wamena,university,,,fb272403-07f1-4862-9046-39ede94730d8,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Nurul Huda,universitas nurul huda,university,,,04948901-5532-4d8e-a010-ca5d0012b76e,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Ma'arif Nahdlatul Ulama Kebumen,universitas ma'arif nahdlatul ulama kebumen,university,,,10010ed1-bf3f-467e-baf4-868d601c568b,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Aki,universitas aki,university,,,11d37b4a-1e6b-4f9d-a61a-7e6e81455479,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
IKIP Mataram,ikip mataram,university,,,12e9aeb1-0aaa-4279-bceb-c3f2e3d36eb5,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Mohammad Husni Thamrin Jakarta,universitas mohammad husni thamrin jakarta,university,,,1d0a3b4c-a54c-4855-8d65-08f0ed8114c6,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Sekolah Tinggi Farmasi Mahaganesha,sekolah tinggi farmasi mahaganesha,university,,,208ccfb6-801d-4a6c-920a-2b0056fe0ddf,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Islam Kuantan Singingi,universitas islam kuantan singingi,university,,,245e92c1-6864-4aa5-b566-7d8e426f8858,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
STIKES Bina Usada Bali,stikes bina usada bali,university,,,2bacfe73-0ba1-4908-9f9e-789644c54ccd,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Al-Azhar,universitas al-azhar,university,,,32c68fca-50ef-49c2-97ec-76014d43ea5e,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=66&limit=10,approved,
Universitas Pepabri Makassar,universitas pepabri makassar,university,,,39fa4b36-e656-4783-89a0-5412f82e4358,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Universitas Gresik,universitas gresik,university,,,4ce8169b-05c3-4c25-b313-ffc4e9f114ae,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Universitas Sjakhyakirti,universitas sjakhyakirti,university,,,55f3fc99-d06a-4075-913f-222f05c49839,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
STIKES Bhakti Pertiwi Luwu Raya,stikes bhakti pertiwi luwu raya,university,,,56061e74-6dac-431c-9aa1-4c44cdc226f3,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,sekolah tinggi ilmu ekonomi makassar bongaya,university,,,568b028c-cd2f-4875-a7e5-f42523054c72,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Universitas Muhammadiyah Gombong,universitas muhammadiyah gombong,university,,,6354f83d-2ffc-4827-bad5-1ce8770b2aeb,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Universitas Pignatelli Triputra,universitas pignatelli triputra,university,,,65e1e359-703b-4dac-b06b-d4da7be41e2a,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Universitas Sains Dan Teknologi Jayapura,universitas sains dan teknologi jayapura,university,,,86b9436f-a09f-4aaf-adb1-e57f7160d9f0,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Sekolah Tinggi Ilmu Ekonomi Eka Prasetya,sekolah tinggi ilmu ekonomi eka prasetya,university,,,8ed32123-8535-4673-9394-564632fffe98,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
STIKES Maranatha Kupang,stikes maranatha kupang,university,,,91a40d27-d0b7-4e19-81c5-4a55c614c44f,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=67&limit=10,approved,
Universitas Mega Buana Palopo,universitas mega buana palopo,university,,,975a1080-9f62-4706-8f0b-bd24fda75585,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
STMIK Pringsewu,stmik pringsewu,university,,,9834d774-7fc1-4e40-b84e-8bf6cc33cc1c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan,sekolah tinggi ilmu kesehatan karya kesehatan,university,,,a7fad6e8-601f-4917-a9ce-cb7a0048b5e0,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,sekolah tinggi ilmu kesehatan medistra indonesia,university,,,afacaf82-ff2d-46c4-bb49-e1a8e885f412,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Universitas Mulia,universitas mulia,university,,,b8716423-9361-4fae-9821-97b9631955e4,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
STKIP Majenang,stkip majenang,university,,,d43f861a-5810-493c-90f6-420ab2ca9975,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Universitas Bakti Tunas Husada,universitas bakti tunas husada,university,,,d8bbb521-d8f0-4b31-9153-32c5ee7c0297,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
STKIP Nahdlatul Ulama Indramayu,stkip nahdlatul ulama indramayu,university,,,e34dd8d2-b252-4e44-948f-70d39802e8ef,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Sekolah Tinggi Teknologi Mandala,sekolah tinggi teknologi mandala,university,,,eac69c8f-dc5c-42e3-9db3-448f22f021f0,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Universitas Cahaya Bangsa,universitas cahaya bangsa,university,,,ff50bc6f-eaeb-469b-803d-88f0f9018f8c,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=68&limit=10,approved,
Universitas Cokroaminoto,universitas cokroaminoto,university,,,025de933-a7c3-45e6-9952-7e2d3e394240,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=69&limit=10,approved,
Universitas Dipa Makassar,universitas dipa makassar,university,,,3e709a53-9fe5-4dc0-b7a2-4ff8eae3f3ae,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=69&limit=10,approved,
Universitas Al Washliyah,universitas al washliyah,university,,,46138ea6-f3ec-433a-821a-caa4c8ab0a90,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=69&limit=10,approved,
STIKES Pasapua Ambon,stikes pasapua ambon,university,,,490c17c7-b4ed-49be-bb02-8cd7526266c0,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=69&limit=10,approved,
Universitas Gajayana,universitas gajayana,university,,,53848853-acd6-4870-9a08-321f95c7f466,bima_kemdiktisaintek,https://apibima.kemdiktisaintek.go.id/api/v1/ecatalog/perguruantinggi/search?page=69&limit=10,approved,
